PRID,HONU,HBUP,HBDE,DIAH,DIAP,HODE,SCMO,SCDR,STTY,MINA,SDTO,STPC,CLPC,PSCL,PHAQ,PHKC,ELCO,EXCA,EXMG,EXNA,EXCK,EXAL,EXAC,CECS,TOTC,TOTN,TCEQ,GYPS,BULK,WR17,WR20,WR25,WR37,WR42,LATI,LNGI,LABO,ELEV
RU104,4,58,86,,CO,Bk,10YR 5/4,10YR 6/4,R,N,8,54,38,SICL,7.1,6.8,10.4,22.4,13.8,1.7,,0,0,37.9,0.6,0.6,131,,1.6,,,,,,51.2,49.5,RU4,80
RU104,5,86,180,,CO,Ckz,10YR 5/4,10YR 6/4,R,N,2,54,44,SICL,,,0,,,,,,,,,,0,0,,,,,,,51.2,49.5,RU4,80
RU105,1,0,16,MO,,A,10YR 3/2,10YR 4/2,B,N,26,64,10,SIL,7.3,7,3.1,16.5,3.2,1.8,,0,0,21.5,12.7,2.2,12.1,,1.21,,,,,,46.4,42.4,RU12,30
RU105,2,16,40,CB,,B,7.5YR 4/6,7.5YR 5/6,R,N,36,33,31,CL,7.7,7.5,3.1,18.2,4.2,2.7,,0,0,25.1,14.2,1.8,18,,1.34,,,,,,46.4,42.4,RU12,30
RU105,3,40,90,CA,SL,Bk,10YR 5/3,10YR 6/3,R,N,19,62,19,SIL,7.9,7.7,2.6,18,4.4,1.9,,0,0,24.3,8.9,1,137.6,20.1,1.55,,,,,,46.4,42.4,RU12,30
RU105,4,90,150,,SL,Ckz,10YR 5/4,10YR 6/4,M,N,8,73,19,SIL,8.1,7.9,11.9,7.2,11.2,3.4,,0,0,21.8,0.6,0.2,109.8,4.5,1.65,,,,,,46.4,42.4,RU12,30
RU107,1,0,10,OC,,A,10YR 5/2,10YR 6/2,P,N,44,53,3,SIL,7.1,6.8,1.6,10.8,4.7,0.6,1.1,0,0,17.2,14.8,1.5,,,1.29,,,,,,52.1,48.4,RU4,30
RU107,2,10,33,NA,CO,Bnk,7.5YR 3/2,7.5YR 4/2,C,N,14,38,48,C,7.2,7,2.3,14.6,18.8,6.7,0.4,0,0,40.5,12.7,0.5,102.1,,1.34,,,,,,52.1,48.4,RU4,30
RU107,3,33,105,,SL,Cnky,10YR 5/3,10YR 6/3,R,N,4,58,38,SICL,8.1,8.1,29.2,10,15.8,2.1,0.2,0,0,28.1,4.2,0.3,131.7,39,1.48,,,,,,52.1,48.4,RU4,30
RU108,1,0,10,OC,,A,10YR 5/1,10YR 6/1,N,N,44,53,3,SIL,7.3,7,4.2,14.4,3.3,1.3,,0,0,18.8,10.7,1.5,,,0.79,,,,,,46.2,43.5,RU12,20
RU108,2,10,20,AL,,E,10YR 6/1,10YR 7/1,P,N,41,52,7,SIL,7.5,7.3,4.6,9.9,2.8,1,,0,0,13.7,9.4,1,,,1.24,,,,,,46.2,43.5,RU12,20
RU108,3,20,70,SP,TC,Btk,7.5YR 5/6,7.5YR 6/6,A,N,18,50,32,SIL,7.5,7.3,5,16.8,4.5,1.6,0,0,0,22.8,2.1,0.5,,,1.42,,,,,,46.2,43.5,RU12,20
RU108,4,70,110,,SL,Ck,10YR 6/4,10YR 7/4,N,N,11,76,13,SI,7.3,7,6.6,19,3.6,1.7,,0,0,24.4,0.6,0.1,84.4,0.7,1.35,,,,,,46.2,43.5,RU12,20
RU109,1,0,24,MO,,Ap,10YR 2/1,10YR 3/1,B,N,1,67,32,SICL,7.1,6.6,,36.6,4.1,0,,0,0,43.3,45.9,5.3,,,0.9,,,,,,53.4,53,RU13,120
RU109,2,24,53,MO,CO,Ak,10YR 2/1,10YR 3/1,G,N,1,65,34,SICL,7.4,7.2,,37.3,3.7,0,,0,0,41.8,43.2,3.4,36.4,,1.1,,,,,,53.4,53,RU13,120
RU109,3,53,86,MO,SL,Ak,10YR 4/2,10YR 5/2,G,N,1,61,38,SICL,7.5,7.3,,26.9,7.2,0,,0,0,34.1,25.4,1.1,102.3,,1.3,,,,,,53.4,53,RU13,120
RU109,4,86,126,CB,SL,Bk,10YR 4/4,10YR 5/4,B,N,7,52,41,SIC,7.8,7.4,,21,9.1,0,,0,0,30.1,19.8,0.6,114.8,,1.3,,,,,,53.4,53,RU13,120
RU109,5,126,430,,SL,Ck,10YR 5/4,10YR 6/4,R,N,10,43,47,SIC,8,7.5,,11.4,11,0,0,0,0,22.4,6.3,0.3,147.8,,1.49,,,,,,53.4,53,RU13,120
RU11,1,0,3,,,O,7.5YR 4/4,7.5YR 5/4,,,,,,,5.7,5.4,,65.1,16.5,0,0,1,0.3,101.6,75.2,16.7,,0,0.2,,,,,,58.7,28,RU3,50
RU11,2,3,14,UM,,Ah,7.5YR 4/4,7.5YR 5/4,N,F,59,39,2,SL,4.5,3.8,0,2.4,0.4,0,0,2.3,0.1,18.2,24.4,1.4,0,0,,,,,,,58.7,28,RU3,50
RU11,3,14,72,AL,GL,Eg,10YR 7/2,10YR 7/2,N,F,61,32,7,SL,5.1,4.6,,1.6,0.6,0,0,0.5,0.1,6.1,0.5,0.05,0,0,,,,,,,58.7,28,RU3,50
RU11,4,72,135,SP,,Bhs,7.5YR 5/7,7.5YR 5/6,B,C,52,36,12,L,5.7,4.7,,5.8,2.1,0,0,0.1,0.1,9.9,0.4,0.05,,0,,,,,,,58.7,28,RU3,50
RU110,1,0,36,MO,,A,10YR 3/1,10YR 4/1,N,N,95,5,0,S,6.8,6.4,,3.5,1.3,0,0,,,7.7,11.6,0.6,,0,1.52,,,,,,51.4,39.1,RU5,100
RU110,2,36,80,,,B,10YR 5/1,10YR 6/1,N,N,95,5,0,S,6.9,6.2,,6.5,1.4,0,0,,,11.7,3.5,0.4,,0,1.54,,,,,,51.4,39.1,RU5,100
RU110,3,80,100,,,C,10YR 5/2,10YR 6/2,N,N,94,6,0,S,6.8,6.2,,4.6,1.1,0,0,,,8,2.3,0.3,,0,1.52,,,,,,51.4,39.1,RU5,100
RU111,1,0,24,MO,,A,10YR 2/1,10YR 3/1,B,N,1,40,59,SIC,6.2,,3.9,56.6,6.8,1.6,0,,,65.4,34.7,3.4,,0,0.9,,,,,,45.6,38,RU14,10
RU111,2,24,45,MO,GL,Bg,10YR 3/1,10YR 4/1,A,N,0,40,60,C,6.9,,2.1,47.2,11.4,1.1,0,,,59.8,14.8,1.4,,0,1.3,,,,,,45.6,38,RU14,10
RU111,3,45,107,,GL,Cg,5Y 5/2,5Y 6/3,M,N,0,32,68,C,7,,2.9,44.4,4,2.1,0,,,50.6,4.3,1,,0,1.5,,,,,,45.6,38,RU14,10
RU112,1,0,7,MO,,A,10YR 5/1,10YR 6/1,P,N,10,65,25,SIL,6.8,,15.6,,,12,,,,26.1,17.7,,1.3,0,1.06,,,,,,45.4,38.3,RU14,10
RU112,2,7,23,NA,,Bn,10YR 4/1,10YR 5/1,C,N,3,57,40,SIC,7,6.5,19.6,,,30,,,,33.7,9.9,,17.2,0,1.4,,,,,,45.4,38.3,RU14,10
RU112,3,23,60,,CO,Bkyg,5Y 4/2,5Y 5/2,B,N,4,52,44,SIC,7.8,7.5,14.4,-0.1,-0.1,23,,0,0,29,8.2,,18.9,0.4,1.39,,,,,,45.4,38.3,RU14,10
RU112,4,60,100,,CO,Cgky,5Y 5/3,5Y 6/3,M,N,5,49,46,SIC,8,7.8,12.2,,,19,,0,0,31.1,7.4,,17.3,0.4,1.49,,,,,,45.4,38.3,RU14,10
RU113,1,0,20,MO,,A,10YR 4/1,10YR 5/1,B,N,18,60,22,SIL,8,7.8,3.9,18.8,4.4,0.1,,0,0,23.3,19.7,1.7,,,1.2,,,,,,43.7,45,RU4,130
RU113,2,20,50,,,B,7.5YR 5/4,7.5YR 6/4,R,N,28,54,18,SIL,7.6,7.2,2.4,20.1,5.5,0.1,,0,0,25.7,9.8,,,,1.46,,,,,,43.7,45,RU4,130
RU113,3,50,70,CA,CO,Bk,10YR 6/3,10YR 7/3,R,N,23,58,19,SIL,8.4,8.2,3.5,,,,,0,0,,6.9,,129.2,,1.56,,,,,,43.7,45,RU4,130
RU113,4,70,130,,CO,Cky,10YR 5/4,10YR 6/4,R,N,37,46,17,SIL,8.8,8.8,3.9,,,,,0,0,,,,142.1,,1.64,,,,,,43.7,45,RU4,130
RU114,1,0,15,MO,,A,10YR 3/1,10YR 4/1,S,N,13,52,35,SICL,7.3,7.3,0.9,9.3,9.5,0.4,1.7,0,0,20.9,46,4,12,,1.2,,,,,,44.7,40.6,RU4,160
RU114,2,15,29,NA,,An,10YR 3/1,10YR 4/1,A,N,13,39,48,C,8.1,8.1,0.7,9.3,16.2,1.4,0.9,0,0,27.7,24,2.4,9,,1.37,,,,,,44.7,40.6,RU4,160
RU114,3,29,70,NA,SI,Bnk,10YR 3/2,10YR 4/2,R,N,11,39,50,C,8.5,8.5,1.7,6.8,17.6,2.9,0.5,0,0,27.8,14,2,18,,1.41,,,,,,44.7,40.6,RU4,160
RU114,4,70,115,CA,SI,Bky,10YR 4/4,10YR 54,R,N,9,52,39,SICL,7.8,7.8,9.4,3.6,15.5,5.3,0.4,0,0,23.8,,,86,43,1.51,,,,,,44.7,40.6,RU4,160
RU114,5,115,150,,CO,Ckn,10YR 4/4,10YR 5/4,B,V,13,48,39,SICL,7.7,7.7,9.4,2.2,14.2,5.3,0.4,0,0,22,,,88,75,1.55,,,,,,44.7,40.6,RU4,160
RU12,1,0,6,,,O,7.5YR 3/4,7.5YR 4/4,,N,,,,,4.9,3.6,,15.1,12.2,0,0,2.7,1.8,89.5,87.5,7.9,0,0,,,,,,,65.5,58.3,RU5,100
RU12,2,6,10,AL,GL,Eg,5BG 5/1,5BG 6/1,N,N,41,51,8,SIL,4.6,3.6,,0.7,0.3,0,0,6.9,0.3,16.3,24.3,1.7,0,0,,,,,,,65.5,58.3,RU5,100
RU12,3,10,70,SP,GL,Bgs,10YR 6/3,10YR 6/2,S,N,36,50,14,L,5.4,3.9,,3.6,1.7,0,0,3.2,0.1,12.4,4.6,0.6,0,0,,,,,,,65.5,58.3,RU5,100
RU12,4,70,95,,,B,10YR 5/2,10YR 6/2,B,N,33,52,15,SIL,5.9,4.2,,7.5,5.2,0,0,2.2,0.1,17.6,,,,0,,,,,,,65.5,58.3,RU5,100
RU13,1,0,19,HI,OR,H,7.5YR 3/3,7.5YR 4/2,,,,,,,4.3,2.9,0,2.5,2.1,0,0,11.9,2.6,134.6,93.4,18,0,0,0.09,,,,,,63.5,48.5,RU5,100
RU13,2,19,35,AL,GL,Eg,10BG 6/1,10BG 7/1,P,F,55,29,16,SL,4.6,3.8,,1.2,0.7,0,0,5.1,0.4,13.7,8.7,3,0,0,1.37,,,,,,63.5,48.5,RU5,100
RU13,3,35,55,SP,GL,Bgs,10YR 6/3,10YR 7/3,S,C,53,35,12,L,5.2,4,,1.4,1.3,0,0,3.3,0.2,9.9,3.5,1,0,0,1.48,,,,,,63.5,48.5,RU5,100
RU13,4,55,92,,,B,7.5YR 4/6,7.5YR 5/6,S,C,50,27,23,L,5.3,3.9,,6.3,3.6,0,0,1.8,0.1,14.6,,,0,0,1.68,,,,,,63.5,48.5,RU5,100
RU13,5,92,140,,,B,7.5YR 4/6,7.5YR 5/6,N,C,42,29,29,CL,6.5,5.2,,13.4,5.8,0,0,,,19.9,,,,0,1.67,,,,,,63.5,48.5,RU5,100
RU14,1,0,4,,,O,,,,N,,,,,,3.8,0,14.5,2,0,0,,24.5,82.5,75,15,0,0,0.6,,,,,,57,39,RU4,150
RU14,2,4,9,UM,,A,10YR 5/1,10YR 6/1,B,N,8,81,11,SIL,4.5,3.4,0,1.8,0.4,0,0,,15.6,24.1,24,4.6,0,0,1,,,,,,57,39,RU4,150
RU14,3,9,16,,,Aq,10YR 6/1,10YR 6/1,B,N,6,85,9,SI,4.7,3.8,,0.5,0.3,0,0,,7.7,12.4,14.5,1.4,0,0,1.2,,,,,,57,39,RU4,150
RU14,4,16,26,AL,,Eq,10YR 7/1,10YR 8/1,N,N,4,89,7,SI,4.7,3.9,,0.5,0.3,0,0,,3.9,7.8,2.9,0.4,0,0,1.3,,,,,,57,39,RU4,150
RU14,5,26,90,SP,FL,Bhst,7.5YR 4/6,7.5YR 5/6,A,N,5,70,25,SIL,4.9,3.6,,5.1,3.3,0,0,,4.2,15.8,,,0,0,1.6,,,,,,57,39,RU4,150
RU14,6,90,150,,,B,10YR 4/3,10YR 5/3,A,N,3,67,30,SICL,5.1,3.6,,7.8,5.4,0,0,,2.4,18.9,,,0,0,1.7,,,,,,57,39,RU4,150
RU15,1,0,5,OC,,A,10YR 5/1,10YR 6/1,B,N,8,81,11,SI,4.9,4,,5.9,0.7,0,0,,6.2,16.3,40,,0,0,0.3,,,,,,56.9,38.8,RU4,160
RU15,2,5,27,AL,,Eq,10YR 7/1,10YR 8/1,N,N,76,21,3,LS,5,4.2,,0.1,0.1,0,0,,1,1.9,2.9,,0,0,1.3,,,,,,56.9,38.8,RU4,160
RU15,3,27,79,SP,,Bs,5YR 3/3,5YR 4/3,B,N,82,14,4,LS,5.2,4.5,,0.1,0.1,0,0,,1,2.5,2,,0,0,1.6,,,,,,56.9,38.8,RU4,160
RU15,4,79,165,,,C,10YR 4/3,10YR 5/3,B,N,93,5,2,S,5.4,4.7,,0.1,0.1,0,0,,0.2,1.2,,,0,0,1.7,,,,,,56.9,38.8,RU4,160
RU16,1,0,16,UM,,A,10YR 5/1,10YR 6/1,B,N,20,70,10,SIL,4.9,4.1,,6.8,1.8,0,0,,5.8,22.4,58.5,6,0,0,0.93,,,,,,57.4,38,RU4,50
RU16,2,16,26,AL,GL,Eq,5BG 5/1,5BG 6/1,P,N,13,77,10,SIL,4.6,3.8,,0.6,0.6,0,0,,4.8,9.2,1.7,1,0,0,1.35,,,,,,57.4,38,RU4,50
RU16,3,26,76,SP,,Bst,10YR 4/3,10YR 5/3,S,N,39,31,30,CL,4.9,4.1,,1,0.4,0,0,,2,6.4,2.3,0.5,0,0,1.4,,,,,,57.4,38,RU4,50
RU16,4,76,100,,GL,Bgt,10YR 4/3,10YR 5/3,A,N,41,33,26,L,6.5,5.6,,16.4,7.2,0,0,,0.2,24.8,,,,0,1.56,,,,,,57.4,38,RU4,50
RU16,5,100,135,,GL,Cg,10YR 4/3,10YR 5/3,A,N,33,50,17,L,7.5,6.8,,20,10,0,0,0,0,29,,,,,1.6,,,,,,57.4,38,RU4,50
RU17,1,0,18,UM,,A,10YR 5/1,10YR 6/1,B,N,4,83,13,SIL,5.7,4.6,,5,3,0,,,,13.5,22,,,0,1.2,,,,,,56.5,40,RU4,150
RU17,2,18,25,UM,,Aq,10YR 6/1,10YR 7/1,B,N,18,69,13,SIL,5.6,4.4,,2.2,2,0,,,,8.9,4.6,,,0,1.5,,,,,,56.5,40,RU4,150
RU17,3,25,99,SP,,Bst,7.5YR 4/6,7.5YR 5/6,R,N,5,66,29,SICL,5.1,4.1,,8,2.1,0,,,,16.1,2.9,,0,0,1.5,,,,,,56.5,40,RU4,150
RU17,4,99,147,,,B,10YR 4/3,10YR 5/3,A,N,4,60,36,SICL,5.4,4.5,,9,4,0,,,,17.4,,,0,0,1.7,,,,,,56.5,40,RU4,150
RU18,1,0,4,,,O,7.5YR 5/6,7.5YR 5/6,,N,,,,,,,0,,,,,,,,,,0,0,0.8,,,,,,54.2,45,RU4,100
RU18,2,4,14,MO,,Ah,10YR 5/1,10YR 6/1,G,N,8,68,24,SIL,6,5.1,,19.8,3.4,0,0,0.4,0.2,28.8,46.3,4.2,,0,1.3,,,,,,54.2,45,RU4,100
RU18,3,14,22,AL,,Eqh,10YR 6/1,10YR 7/1,P,N,7,72,21,SIL,5.9,5,,11.4,1.9,0,0,0.5,0.2,17,19.1,2,,0,1.4,,,,,,54.2,45,RU4,100
RU18,4,22,32,,IN,Bq,10YR 4/2,10YR 4/1,A,N,7,67,26,SIL,5.6,4.7,,11.6,2.5,0,0,1,0.2,18.4,9.8,1.1,,0,1.5,,,,,,54.2,45,RU4,100
RU18,5,32,110,SP,FL,Bst,7.5YR 4/6,7.5YR 5/6,R,N,5,45,50,SIC,5.4,4.5,,18.7,7.1,0,0,1.5,0.1,32.6,2.9,0.4,0,0,1.6,,,,,,54.2,45,RU4,100
RU18,6,110,150,CA,CO,Bk,10YR 5/3,10YR 6/3,R,N,7,50,43,SIC,8.4,,,25,9,0,0,0,0,34,,,,,1.7,,,,,,54.2,45,RU4,100
RU19,1,0,2,,,O,,,,N,,,,,6.4,6.1,,25,16,0,0,0.1,0.1,44.1,73,17,,0,0.1,,,,,,50.5,37,RU6,200
RU19,2,2,13,MO,,Ah,10YR 3/2,10YR 4/2,B,N,15,63,22,SIL,6.4,5.5,,19.4,6.2,0,0,0.1,0.1,27.4,36.5,4,,0,0.9,,,,,,50.5,37,RU6,200
RU19,3,13,25,MO,,Aq,10YR 4/2,10YR 4/1,S,N,15,66,19,SIL,6.9,5.7,,16,6.4,0,0,0.1,0.1,23.1,15.1,2,,0,1.4,,,,,,50.5,37,RU6,200
RU19,4,25,115,AR,,Bt,7.5YR 3/2,7.5YR 4/2,A,N,14,57,29,SICL,6.5,5.5,,17.6,7.4,0,0,0.2,0.1,26.5,3.5,0.5,,0,1.6,,,,,,50.5,37,RU6,200
RU19,5,115,145,CA,CO,Bk,10YR 5/3,10YR 6/3,A,N,31,44,25,L,8.1,7.3,,16,8,0,0,0,0,25.2,,,,,1.6,,,,,,50.5,37,RU6,200
RU2,1,0,6,HI,,Oh,,,,,,,,,4.3,3.8,0,18.6,9.5,0,,,,114.5,93.5,29,0,0,0.13,,,,,,68.5,57,RU1,50
RU2,2,6,14,OC,GL,Ag,10YR 5/2,10YR 6/2,B,,21,57,22,SIL,5.1,4.3,,5.8,4.3,0,,0.5,0.2,19.8,19.1,0.8,0,0,1.5,,,,,,68.5,57,RU1,50
RU2,3,14,66,AR,GL,Bgh,10BG 6/1,10BG 7/1,M,,21,56,23,SIL,5.3,4.4,,5.4,3.8,0,,0.3,0.1,13.6,14.5,0.5,0,0,1.65,,,,,,68.5,57,RU1,50
RU2,4,66,104,AR,PE,Bfgh,10YR 4/3,10YR 5/3,P,,27,49,24,SIL,5.9,5.1,,6.9,4.4,0,,0.1,0.1,13,6.2,0.1,,0,1.75,,,,,,68.5,57,RU1,50
RU2,5,104,120,,GL,Cfg,10YR 4/2,10YR 5/2,P,,29,46,25,SIL,6.8,5.7,,7.3,4.9,0,0,0.1,0.1,12.9,5.1,,,0,1.6,,,,,,68.5,57,RU1,50
RU20,1,0,31,MO,,Ap,10YR 5/1,10YR 6/1,B,N,5,74,21,SIL,6.3,5.4,,6.2,3,0,0,,,14.9,17.4,,,0,1.3,,,,,,56.5,40.5,RU4,150
RU20,2,31,49,MO,GL,Agq,10YR 6/1,10YR 7/1,G,N,37,51,12,SIL,5.9,5,,3,2.6,0,0,,,9.4,4.6,,,0,1.5,,,,,,56.5,40.5,RU4,150
RU20,3,49,74,AR,FL,Bqt,7.5YR 4/6,7.5YR 5/6,A,N,18,56,26,SICL,5.4,4.6,,7,3,0,0,,,15.3,2.9,,0,0,1.6,,,,,,56.5,40.5,RU4,150
RU20,4,74,130,AR,GL,Bg,10YR 4/2,10YR 4/1,A,N,16,46,38,SICL,5.8,4.7,,11,4.2,0,0,,,19.6,2.3,,,0,1.7,,,,,,56.5,40.5,RU4,150
RU21,1,0,2,,,O,,,,,,,,,8.1,7,,28.5,2.5,0,0,0,0,32.3,89,9,,,0.1,,,,,,59.5,29,RU3,100
RU21,2,2,15,MO,,A,10YR 5/2,10YR 6/2,B,N,36,49,15,SIL,7,6.6,,13.8,5.4,0,0,,,21.2,29,3,,0,1.3,,,,,,59.5,29,RU3,100
RU21,3,15,25,AL,,E,10YR 6/3,10YR 6/2,B,N,29,53,18,SIL,7.3,6.5,,11.9,4.7,0,0,0,0,17.9,6.4,1,,,1.4,,,,,,59.5,29,RU3,100
RU21,4,25,40,AR,,Bt,7.5YR 4/6,7.5YR 5/6,B,F,22,43,35,CL,7.3,6.5,,18.7,6.2,0,0,0,0,26,9.3,1,,,1.4,,,,,,59.5,29,RU3,100
RU21,5,40,50,CA,,Bk,10YR 6/3,10YR 7/3,B,M,20,61,19,SIL,8,6.8,,20,10,0,0,0,0,32.2,2.9,0.5,,,1.5,,,,,,59.5,29,RU3,100
RU22,1,0,22,MO,GL,Ag,10YR 3/1,10YR 4/1,B,N,19,66,15,SIL,6.9,6.1,,23,10.4,0,0,,,36.8,80,2.2,,0,0.5,,,,,,57.8,37.5,RU4,100
RU22,2,22,47,MO,GL,Ag,5BG 5/1,5BG 6/1,B,N,13,69,18,SIL,7,6.3,,16.1,7.1,0,0,,,24.4,13.3,1,,0,1.3,,,,,,57.8,37.5,RU4,100
RU22,3,47,117,CB,GL,Bg,10YR 4/1,10YR 5/2,M,N,17,63,20,SIL,7.3,6.6,,17,8,0,0,0,0,25.8,1.7,0.1,,,1.7,,,,,,57.8,37.5,RU4,100
RU23,1,0,2,,,O,,,,N,,,,,5.1,4,,25,8,0,0,8,2,43,77,8,0,0,0.1,,,,,,58,59,RU4,430
RU23,2,2,5,UM,,A,10YR 5/2,10YR 6/2,B,V,22,59,19,SIL,5,3.5,,6.1,3.9,0,0,7.9,0.2,28,44,4.7,0,0,0.7,,,,,,58,59,RU4,430
RU23,3,5,33,UM,,A,10YR 4/3,10YR 5/3,B,C,27,49,24,L,5.2,3.7,,2,1,0,0,12.8,0.1,23,9.8,1.2,0,0,1.3,,,,,,58,59,RU4,430
RU23,4,33,75,CB,,B,7.5YR 5/4,7.5YR 6/4,A,M,22,56,22,SIL,5.2,3.6,,3,2,0,0,13.3,0.1,26,8.7,0.5,0,0,1.7,,,,,,58,59,RU4,430
RU24,1,0,15,OC,,A,7.5YR 5/6,7.5YR 6/6,G,C,45,49,6,SIL,5.7,4.6,,15.6,6.8,0,0,0.1,0.2,22.7,26,7,,0,0.5,,,,,,44.2,39.8,RU2,800
RU24,2,15,63,CB,,B,10YR 5/4,10YR 6/4,N,M,45,45,10,L,5.7,4.2,,6.3,3.8,0,0,0.3,0.1,10.3,2.9,1.2,,0,1.3,,,,,,44.2,39.8,RU2,800
RU24,3,63,105,CB,,B,10YR 6/6,10YR 7/6,N,M,47,32,21,L,5.8,4.3,,10.7,1.8,0,0,0.1,0.1,12.8,1.7,0.5,,0,1.5,,,,,,44.2,39.8,RU2,800
RU25,1,0,20,UM,,Ap,10YR 5/1,10YR 6/1,B,N,26,66,8,SIL,6.2,5.3,,5.3,3.2,0,0,0.8,0.1,10.9,16.8,2.2,,0,1.2,,,,,,58.8,41.8,RU5,100
RU25,2,20,35,AL,,Eq,10YR 7/2,10YR 8/2,P,N,26,60,14,SIL,6.1,5.2,,6.2,3.5,0,0,0.5,0.1,11.2,12.2,1.3,,0,1.4,,,,,,58.8,41.8,RU5,100
RU25,3,35,60,SP,GL,Bsg,7.5YR 6/6,7.5YR 7/6,S,N,22,55,23,SIL,6.3,5.4,,9.4,6.4,0,0,0.6,0.1,17.8,3.5,0.3,,0,1.5,,,,,,58.8,41.8,RU5,100
RU25,4,60,100,SP,GL,Bgs,10YR 3/4,10YR 4/4,M,N,28,40,32,CL,5.8,4.7,,10,7.8,0,0,0.7,0.1,20.5,1.7,0.1,,0,1.6,,,,,,58.8,41.8,RU5,100
RU26,1,0,9,,,O,,,,N,,,,,4.8,4.2,,33,16,0,0,3,4,87,90,19,0,0,0.1,,,,,,58,51.5,RU5,150
RU26,2,9,23,UM,,A,10YR 5/1,10YR 6/1,B,N,7,77,16,SIL,5,4.1,,9,3.8,0,0,1.4,1.4,22.6,16.8,3,0,0,1.2,,,,,,58,51.5,RU5,150
RU26,3,23,33,UM,,Aq,10YR 4/1,10YR 5/1,P,N,11,76,13,SIL,5,4,,6,3.6,0,0,1.2,1.1,16.4,14.5,1,0,0,1.4,,,,,,58,51.5,RU5,150
RU26,4,33,44,AL,,Eq,10YR 6/3,10YR 7/3,P,N,9,67,24,SIL,5.1,3.8,,10,5.1,0,0,1.6,1.5,21,3.9,0.5,0,0,1.7,,,,,,58,51.5,RU5,150
RU26,5,44,118,SP,,Bst,5YR 4/3,5YR 6/3,A,N,7,59,34,SICL,5.3,3.9,,15,8.5,0,0,0.9,0.8,27.8,3.3,,0,0,1.8,,,,,,58,51.5,RU5,150
RU26,6,118,140,,,C,10YR 6/6,10YR 7/6,M,N,2,65,33,SICL,5.5,4.5,,16,8,0,0,0.6,0.5,30,,,0,0,1.8,,,,,,58,51.5,RU5,150
RU27,1,0,23,UM,,Ap,10YR 5/1,10YR 6/1,N,N,75,22,3,LS,6.8,6,,2,0.9,0,0,,,5.3,9,,,0,1.1,,,,,,56.8,51,RU5,100
RU27,2,23,48,AL,,Eq,10YR 6/1,10YR 7/1,N,N,92,7,1,S,7.1,6.6,,1,0.3,0,0,0,0,2.6,2.4,,,,1.4,,,,,,56.8,51,RU5,100
RU27,3,48,83,SP,,Bst,7.5YR 4/6,7.5YR 5/6,A,C,57,15,28,SCL,7.8,7.6,,25,11.8,0,0,0,0,49.6,4.6,,,,1.5,,,,,,56.8,51,RU5,100
RU27,4,83,93,,,Ck,7.5YR 6/4,7.5YR 8/4,M,M,3,9,10,,7.8,7.8,,40,9.2,0,0,0,0,49.4,,,,,1.7,,,,,,56.8,51,RU5,100
RU28,1,0,27,MO,,Ap,10YR 4/1,10YR 5/1,B,N,9,82,9,SI,5.9,5,,12.6,2.3,0,0,,,18.9,15.6,,,0,1.3,,,,,,54.8,39.5,RU5,60
RU28,2,27,40,MO,,Aq,10YR 4/2,10YR 5/2,S,N,9,72,19,SIL,6.5,5.6,,15.3,4.3,0,,,,21.7,9.3,,,0,1.4,,,,,,54.8,39.5,RU5,60
RU28,3,40,105,CB,,Bst,7.5YR 5/6,7.5YR 6/6,A,N,7,67,26,SIL,7,6.3,,14.5,5.4,0,,,,22.4,2.9,,,0,1.6,,,,,,54.8,39.5,RU5,60
RU28,4,105,150,CA,CO,Ck,7.5YR 6/4,7.5.YR 6/4,R,N,6,76,18,SIL,8.1,7.5,,16,6.5,0,,0,0,23,,,,,1.7,,,,,,54.8,39.5,RU5,60
RU29,1,0,19,MO,,Ap,10YR 4/1,10YR 5/1,B,N,9,52,39,SICL,7,6.6,,29.8,11,0,0,,,42.9,38.4,3,,0,1.1,,,,,,58.7,50.5,RU5,100
RU29,2,19,25,MO,,A,10YR 4/1,10YR 5/1,G,N,11,59,30,SICL,7,6.6,,25.9,10,0,0,,,37.1,16.7,1,,0,1.3,,,,,,58.7,50.5,RU5,100
RU29,3,25,83,CB,GL,Bg,7.5YR 6/4,7.5YR 6/2,S,N,37,28,35,CL,7,6.5,,16.5,11,0,0,,,28.3,2.3,0.1,,0,1.6,,,,,,58.7,50.5,RU5,100
RU29,4,83,130,CB,GL,Bg,7.5YR 4/4,7.5YR 5/4,A,N,39,30,31,CL,7,6.5,,15.7,12,0,0,,,26.4,,,,0,1.5,,,,,,58.7,50.5,RU5,100
RU3,1,0,4,HI,,O,,,,,,,,,7.2,6.4,,71.3,12.3,0,0,0,0,109.9,84.2,25.9,,,0.1,,,,,,69.5,61,RU1,150
RU3,2,4,9,HI,OR,Hh,7.5YR 5/6,7.5YR 6/6,,,,,,,6.9,6.8,,67.4,6.6,0,0,,0.6,84.4,24.4,16.9,,0,0.5,,,,,,69.5,61,RU1,150
