PRID,HONU,HBUP,HBDE,DIAH,DIAP,HODE,SCMO,SCDR,STTY,MINA,SDTO,STPC,CLPC,PSCL,PHAQ,PHKC,ELCO,EXCA,EXMG,EXNA,EXCK,EXAL,EXAC,CECS,TOTC,TOTN,TCEQ,GYPS,BULK,WR17,WR20,WR25,WR37,WR42,LATI,LNGI,LABO,ELEV
CZG27E,2,18,60,SP,WM,Bws,7.5YR4/6,,B,C,57,38,5,SL,,4.6,0,3.1,0.3,0.2,0.3,1.8,2.1,6,24,1,0,0,0.9,,,35,,14,50.46,13.04,CZ01,810
CZG27E,3,60,82,,WM,IIBC,10YR5/8,10YR8/5,N,C,62,33,5,SL,,4.6,0,,,,,,,,11,0.7,0,0,1.5,,,26,,14,50.46,13.04,CZ01,810
CZG27E,4,82,107,,WM,IIC,10YR6/6,,N,C,63,32,5,SL,,4.7,0,1.7,0.2,0.1,0.2,1.1,2.9,5,4,0.3,0,0,1.7,,,,,,50.46,13.04,CZ01,810
CZG28E,1,0,22,OC,,Ap,10YR4/1,10YR5/1,N,M,59,35,6,SL,,4.6,0,4.4,0.4,0.1,0.2,1.4,3.9,7,32,2.9,0,0,,,,,,,48.7,14.2,CZ01,880
CZG28E,2,22,37,AL,,E,10YR6/2,10YR7/2,N,M,58,36,6,SL,,3.6,0,1.8,0.3,0.1,0.1,2.1,3.8,6,22,1.1,0,0,,,,,,,48.7,14.2,CZ01,880
CZG28E,3,37,41,SP,,Bhs,7.5YR4/4,7.5YR5/4,B,C,58,36,6,SL,,4.1,0,1.3,0.2,0.1,0.2,4.2,6.3,8,16,0.7,0,0,,,,,,,48.7,14.2,CZ01,880
CZG28E,4,41,66,,,IIC,7.5YR4/5,7.5YR5/6,N,A,63,31,6,SL,,4.5,0,0.4,0.1,0,0.1,5.2,9.4,10,3,0.2,0,0,,,,,,,48.7,14.2,CZ01,880
CZG29E,1,0,20,OC,,Ap,10YR5/2,,N,V,86,9,5,LS,,4.3,0,1.2,0.1,0.1,0.1,0.2,3.7,5,8,,0,0,,,,,,,50.52,14.79,CZ02,310
CZG29E,2,20,37,AL,,E,10YR7/1,,N,V,91,6,3,S,,4.8,0,0.3,0.1,0.1,0.1,0.1,1.3,1.7,2,,0,0,,,,,,,50.52,14.79,CZ02,310
CZG29E,3,37,41,SP,,Bhs,7.5YR4/6,,S,V,82,12,6,SL,,4.3,0,1.2,0.1,0.1,0.1,1.9,9.1,10.4,10,,0,0,,,,,,,50.52,14.79,CZ02,310
CZG29E,4,41,58,SP,,Rs,7.5YR5/6,,S,V,88,9,3,S,,4.5,0,1.5,0.1,0.1,0.1,0.1,4.4,6,6,,0,0,,,,,,,50.52,14.79,CZ02,310
CZG29E,5,58,83,,,C,10YR6/2,,N,V,90,7,3,S,,5.3,0,1,0.1,0.1,0.1,,1.8,2.9,1,,0,0,,,,,,,50.52,14.79,CZ02,310
CZG30,1,0,24,OC,,Ap,10YR5/3,,,,71,23,6,SL,,5.6,0,6.8,0.6,0.1,0.2,,9.2,1,,,0,0,1.43,,,16,,9,50.48,14.47,CZ02,320
CZG30,2,24,46,CB,,Bw,10YR7/4,,,,74,19,7,SL,,5.8,0,4.4,0.4,0.1,0.1,,0.7,5.7,3,,0,0,1.61,,,14,,5,50.48,14.47,CZ02,320
CZG30,3,46,65,,,Bc,10YR7/3,,,,75,19,6,SL,,5.5,0,3.9,0.4,0.1,0.1,,0.4,4.9,2,,0,0,1.63,,,10,,4,50.48,14.47,CZ02,320
CZG30,4,65,90,,,IIc,,,,,79,16,5,LS,,,0,,,,,,,,,,0,0,,,,,,,50.48,14.47,CZ02,320
CZG31,1,0,20,OC,,Ap,10YR4/2,,,,34,49,17,SIL,,5.8,0,11.9,1,0.2,0.1,,2.9,16.1,13,,0,0,,,,,,,49.45,17.77,CZ01,350
CZG31,2,20,56,CB,,Bw,10YR6/4,,,,27,54,19,SIL,,5.7,0,12,1.1,0.2,0.1,,2.1,15.5,4,,0,0,,,,,,,49.45,17.77,CZ01,350
CZG31,3,56,81,,,IIC,10YR7/4,,,,26,53,21,SIL,,5.8,0,14.3,1.5,0.1,0.2,,1.5,17.6,,,0,0,,,,,,,49.45,17.77,CZ01,350
CZG33,1,0,22,OC,,Ap,10YR4/2,,G,C,22,61,17,SIL,,6.1,0,,,,,,,22.4,14,,0,0,,,,,,,49.03,17.75,CZ01,320
CZG33,2,22,67,CB,,Bw,10YR6/6,,A,C,23,55,22,SIL,,5.9,0,,,,,,,21.1,4,,0,0,,,,,,,49.03,17.75,CZ01,320
CZG33,3,67,91,,,IIC,10YR6/4,,M,M,17,51,32,SICL,,6.1,0,,,,,,,25,,,0,0,,,,,,,49.03,17.75,CZ01,320
CZG37,1,0,18,OC,,Ap,,,B,M,35,58,7,SIL,,4.6,0,,,,,0.4,11.5,15,17,,0,0,,,,,,,49.78,17.46,CZ01,630
CZG37,2,18,60,CB,,Bw,,,S,M,31,56,13,SIL,,4.3,0,,,,,0.6,10,13.1,6,,0,0,,,,,,,49.78,17.46,CZ01,630
CZG37,3,60,83,,,IIC,,,M,M,36,50,14,SIL,,4.2,0,,,,,0.3,8,10,4,,0,0,,,,,,,49.78,17.46,CZ01,630
CZG38,1,0,18,OC,,Ap,10YR4/2,,B,C,36,57,7,SIL,,4.6,0,,,,,,8.5,10,17,,0,0,,,,,,,49.3,17.95,CZ01,700
CZG38,2,18,62,CB,,Bw,10YR6/4,,S,C,31,56,13,SIL,,4.3,0,,,,,,6,7,6,,0,0,,,,,,,49.3,17.95,CZ01,700
CZG38,3,62,87,,,IIC,10YR7/4,,M,A,36,50,14,SIL,,4.3,0,,,,,,5,6,4,,0,0,,,,,,,49.3,17.95,CZ01,700
CZG41,1,0,19,OC,,Ap,10YR4/2,,B,C,60,35,5,SL,,4.5,0,,,,,,12.7,15,16,,0,0,,,,,,,50.78,14.05,CZ01,750
CZG41,2,19,58,CB,,Bw,10YR6/4,,B,M,62,30,8,SL,,4.3,0,,,,,,8.5,10,6,,0,0,,,,,,,50.78,14.05,CZ01,750
CZG41,3,58,83,,,IIBC,10YR7/3,,N,A,63,28,9,SL,,4.4,0,,,,,,8,10,2,,0,0,,,,,,,50.78,14.05,CZ01,750
CZG42,1,0,10,OC,,Ah,7.5YR4/2,,B,C,57,35,8,SL,3.5,2.6,0,2.2,0.3,0.1,0.3,6.9,10.2,13,101,,0,0,,,,,,,49.51,18.64,CZ02,720
CZG42,2,10,30,SP,,Bws,7.5YR5/8,,B,C,58,36,6,SL,3.8,3.6,0,0.1,0.1,0.1,0.1,4.8,5.5,5.7,20,,0,0,,,,,,,49.51,18.64,CZ02,720
CZG42,3,30,65,,,C,10YR6/6,,N,M,63,33,4,SL,4.6,4.1,,0.1,0.1,0.1,0.1,2.5,2.8,2.9,13,,0,0,,,,,,,49.51,18.64,CZ02,720
CZG43,1,0,8,OC,,Ah,5YR2/2,,,,54,36,10,L,3.4,2.5,0,1.4,0.4,0.1,0.3,1.8,8.4,10.5,122,,0,0,,,,,,,49.57,18.62,CZ02,812
CZG43,2,8,19,AL,,E,10YR7/3,,,,65,30,5,SL,3.5,3.1,0,0.1,0.1,0.1,0.1,4.7,5.8,6.1,15,,0,0,,,,,,,49.57,18.62,CZ02,812
CZG43,3,19,23,SP,,Bhs,7.5YR4/6,,,,69,27,4,SL,3.9,3.6,0,0.2,0.1,0.1,0.1,6.5,8.2,8.6,34,,0,0,,,,,,,49.57,18.62,CZ02,812
CZG43,4,23,33,SP,,Bs,7.5YR5/6,,,,73,24,3,LS,4.2,3.8,0,0.2,0.1,0.1,0.1,5.3,6.2,6.6,25,,0,0,,,,,,,49.57,18.62,CZ02,812
CZG43,5,33,60,,,C,10YR6/4,,,,70,29,1,,5,4.6,,0.1,0.1,0.1,0.1,0.9,1.1,1.3,5,,0,0,,,,,,,49.57,18.62,CZ02,812
CZG44,1,0,20,OC,,Ap,,,,,62,31,7,SL,,4.3,0,,,,,,15.1,21.3,21,,0,0,,,,,,,50.11,17.41,CZ01,820
CZG44,2,20,61,SP,,Bws,,,,,61,28,11,SL,,4.2,0,,,,,,10.8,15.3,12,,0,0,,,,,,,50.11,17.41,CZ01,820
CZG44,3,61,86,,,IIC,,,,,58,29,13,SL,,4.1,0,,,,,,10.2,15.4,6,,0,0,,,,,,,50.11,17.41,CZ01,820
CZG46,1,0,19,OC,,Ap,,,B,C,51,40,9,L,,4.8,0,,,,,,5.9,12,12,,0,0,,,,,,,50.82,14.55,CZ01,450
CZG46,2,19,46,CB,,Bw,,,B,C,57,33,10,L,,4.5,0,,,,,,4.5,9.1,4,,0,0,,,,,,,50.82,14.55,CZ01,450
CZG46,3,46,71,,,IIC,,,N,M,67,22,11,SL,,4.6,0,,,,,,5.8,10.2,2,,0,0,,,,,,,50.82,14.55,CZ01,450
CZV022BC,1,0,29,MO,,Ap,10YR4/2,,B,N,72,17,11,SL,7.3,7.2,,,,,,0,0,16.5,10,,,,,,,,,,48.8,16.3,CZ01,234
CZV022BC,2,29,68,MO,,Ah,10YR4/2,,B,N,78,13,9,LS,7.4,7.2,,,,,,0,0,12.3,6,,,,,,,,,,48.8,16.3,CZ01,234
CZV022BC,3,68,85,,,Ac,10YR6/3,,M,N,86,7,7,LS,7.6,7.3,,,,,,0,0,6.2,1,,,,,,,,,,48.8,16.3,CZ01,234
CZV022BC,4,85,110,,,Ck,10YR7/3,,M,N,91,4,5,S,7.6,7.3,,,,,,0,0,3.7,,,4.5,,,,,,,,48.8,16.3,CZ01,234
CZV035PA,1,0,25,OC,FL,Ap,10YR4/4,,B,N,45,39,16,L,6.6,6.2,,,,,,,2.6,18.5,15,,,0,1.48,,,,,,50.04,15.67,CZ01,205
CZV035PA,2,25,55,,FL,ABw,7.5YR6/6,,B,N,42,31,27,L,6.6,6.2,,,,,,,2.4,25,6,,,0,1.46,,,,,,50.04,15.67,CZ01,205
CZV035PA,3,55,75,,FL,C,7.5YR6/4,,S,N,49,31,20,L,6.6,6.2,,,,,,,3,20,4,,,0,1.41,,,,,,50.04,15.67,CZ01,205
CZV035PA,4,75,100,,FL,CD,10YR6/3,,N,F,78,12,10,LS,6.7,6.4,,,,,,,0.5,10,3,,,0,1.47,,,,,,50.04,15.67,CZ01,205
CZV223BL,1,0,22,OC,,Ap,,,G,M,11,71,18,SIL,,7.1,0,,,,,,1.6,23.5,16,,0,0,,,,,,,49.33,16.68,CZ01,310
CZV223BL,2,22,40,CB,,Bw,,,A,A,5,58,37,SICL,,6.9,0,,,,,,1.2,34.5,8,,0,0,,,,,,,49.33,16.68,CZ01,310
CZV223BL,3,40,55,,CO,BC,,,M,D,6,48,46,SIC,,7,0,,,,,,0.2,37.2,5,,0,0,,,,,,,49.33,16.68,CZ01,310
CZV223BL,4,55,80,,RO,Rk,,,,D,,,,,,,0,,,,,,,33,,,0,0,,,,,,,49.33,16.68,CZ01,310
CZV272HO,1,0,25,OC,,Ap,10YR5/2,,N,F,88,9,3,S,6.8,5.9,,,,,,,1.8,4.3,2,,,0,,,,,,,48.94,17.2,CZ01,207
CZV272HO,2,25,48,,,C,10YR7/3,,N,F,94,4,2,S,6.3,5.4,,,,,,,1.8,3.3,1,,,0,,,,,,,48.94,17.2,CZ01,207
CZV272HO,3,48,73,,,C,10YR7/2,,N,N,91,6,3,S,6.5,5.9,,,,,,,0.4,3.6,,,,0,,,,,,,48.94,17.2,CZ01,207
CZV531PR,1,0,28,OC,FL,Ap,10YR5/4,,B,N,20,60,20,SIL,6.8,6.6,,,,,,,1.5,25.1,13,,,0,,,,,,,49.47,17.31,CZ01,192
CZV531PR,2,28,56,,FL,ABw,10YR5/6,,S,N,20,62,18,SIL,7,6.7,,,,,,,,21.6,8,,,0,,,,,,,49.47,17.31,CZ01,192
CZV531PR,3,56,78,,FL,BC,10YR6/4,,N,N,31,54,15,SIL,7.3,7.2,,,,,,0,0,18.8,5,,,,,,,,,,49.47,17.31,CZ01,192
CZV531PR,4,78,103,,GL,C,10YR6/3,,N,N,46,42,12,L,7.4,7.1,,,,,,0,0,15.7,3,,,,,,,,,,49.47,17.31,CZ01,192
CZ_AT,1,1,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CZ01,
CZV485ZN,1,0,28,OC,,Ap,10YR4/2,,B,N,17,67,16,SIL,7.7,6.8,,,,,,0,0,21,8,,,,,,,,,,48.76,16.27,CZ01,188
CZV485ZN,2,28,62,,,Bw,10YR5/3,,,,10,74,16,SIL,7.6,6.7,,,,,,0,0,25.7,9,,,,,,,,,,48.76,16.27,CZ01,188
CZV485ZN,3,62,90,,,C,10YR6/3,,,,15,67,18,SIL,7.5,7.1,,,,,,0,0,27.2,9,,,,,,,,,,48.76,16.27,CZ01,188
CZV485ZN,4,90,120,,GL,Cg,2.5Y6/3,,,,14,58,28,SIL,7.4,7,,,,,,0,0,28.8,4,,,,,,,,,,48.76,16.27,CZ01,188
EE0002R1881,1,0,5,OC,,A,10YR4/1,10YR6/1,N,F,86,10,4,S,4.1,3.8,0,0.5,0.1,0,0.1,2,2,5.5,21,0.9,0,0,1.3,41,34,28,27,3,59.27,25.68,EE001,75
EE0002R1881,2,5,15,AL,,E,5Y7/1,2.5Y8/1,N,F,88,8,4,S,4.5,4,0,0.3,0.1,0,0,0.3,0.3,3.6,2,0.2,0,0,1.5,37,30,25,23,2,59.27,25.68,EE001,75
EE0002R1881,3,15,30,SP,,Bs,7.5YR6/6,10YR7/6,N,F,88,7,5,S,5.3,4.6,-0.1,0.3,0.1,0,0,0.3,0.3,3.6,6,0.4,0,0,1.6,35,29,25,23,1,59.27,25.68,EE001,75
EE0002R1881,4,30,60,,,BC,10YR6/6,10YR7/4,N,F,93,4,3,S,5.9,4.8,-0.1,0.2,0,0,0,0.2,0.2,1.6,2,0.2,,0,1.6,35,29,25,23,1,59.27,25.68,EE001,75
EE0002R1881,5,60,150,,,C,10YR7/4,10YR8/3,N,F,88,8,4,S,5.8,5,-0.1,0.5,0.1,0,0,0.1,0.1,1.7,,,,0,1.6,35,29,25,23,1,59.27,25.68,EE001,75
EE0002RR002,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,59.5,26,EE001,0
EE0004R1994,1,0,15,MO,,Ap,7.5YR3/2,7.5YR4/2,G,C,57,35,8,SL,7.2,6.6,-0.1,17.5,1.2,0.2,0.4,0,0,19.7,22,2,2.4,,1.45,39,34,30,25,5,59.27,26.52,EE001,68
EE0004R1994,2,15,30,MO,,A,10YR3/2,10YR4/3,B,C,58,32,10,SL,6.9,6.6,-0.1,16.6,1.2,0.2,0.3,,,18.7,22,2,2.8,0,1.48,38,29,28,20,4,59.27,26.52,EE001,68
EE0004R1994,3,30,40,CB,,Bw,10YR4/4,7.5YR4/4,B,C,58,34,8,SL,7.4,6.6,-0.1,16.3,0.8,0.1,0.1,0,0,17.5,14,1,5.5,,1.5,38,29,28,20,4,59.27,26.52,EE001,68
EE0004R1994,4,40,65,CB,,Bw,10YR4/4,7.5YR4/4,B,M,66,28,6,SL,7.3,6.7,-0.1,14.6,0.7,0.1,0.1,0,0,15.5,5,,10.2,,1.51,36,27,27,18,3,59.27,26.52,EE001,68
EE0004R1994,5,65,100,,CO,C,10YR6/4,10YR8/3,M,M,75,19,6,SL,7.4,6.8,-0.1,11,0.5,0.1,0.1,0,0,11.7,,,10.3,,1.73,32,26,21,17,3,59.27,26.52,EE001,68
EE0004RR004,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,59.33,27.03,EE001,0
EE0005R2041,1,0,10,MO,CO,A,5YR3/2,7.5YR4/4,B,M,71,21,8,SL,7.3,6.8,-0.1,24.1,10.1,0.1,0.9,0,0,36.2,56,6,5.5,,1.3,42,37,33,32,8,59.47,26.77,EE001,55
EE0005R2041,2,10,25,MO,CO,A,5YR3/3,7.5YR4/4,B,M,70,24,6,SL,7.1,6.7,-0.1,20,8.4,0.1,0.9,0,0,30.4,32,4,3.6,,1.32,43,38,34,33,6,59.47,26.77,EE001,55
EE0007R0201,1,4,12,AL,,E,5Y7/1,,N,V,95,2,3,S,3.6,3.3,0,0.4,0.1,0,0,0.5,0.5,2.5,1,0.1,0,0,1.5,37,30,26,23,2,59.47,28.1,EE001,60
EE0007R0201,2,12,40,SP,,Bh,7.5YR4/4,,N,V,94,2,4,S,4.1,4,0,0.5,0.1,0,0.1,1.1,1.1,3,1.8,0.1,0,0,1.6,35,29,25,23,1,59.47,28.1,EE001,60
EE0007R0201,3,40,60,,GL,Br,5Y6/4,,N,V,95,2,3,S,4.5,4,0,0.2,0.1,0,0,0.4,0.4,1.5,2,0.1,0,0,1.6,35,29,25,23,1,59.47,28.1,EE001,60
EE0007R0201,4,60,100,,GL,Cg,5Y7/1,,N,V,97,1,2,S,4.8,4.5,-0.1,0.2,0.1,0,0,0.2,0.2,1.2,,,0,0,1.6,35,29,25,23,1,59.47,28.1,EE001,60
EE0009R1616,1,0,15,MO,,A,10YR3/2,10YR5/6,G,F,69,19,12,SL,6.7,5.8,-0.1,30,6,0.2,0.1,,,40.2,35,1.3,2,0,1,55,49,45,39,7,59.15,24.5,EE001,42
EE0009R1616,2,15,28,MO,,A,10YR4/3,10YR5/6,G,F,45,36,19,L,6.7,5.8,-0.1,22.5,3,0.2,0.1,,,28,16,2,1.7,0,1.12,52,46,42,37,8,59.15,24.5,EE001,42
EE0009R1616,3,28,50,CB,,Bw,10YR4/5,10YR5/4,B,F,58,19,23,SCL,7.5,7,-0.1,10,2.2,0.2,0.1,0,0,15.2,5,0.8,1.2,,1.66,31,24,23,19,7,59.15,24.5,EE001,42
EE0009R1616,4,50,75,CB,GL,Bwr,10YR5/4,10YR6/4,G,C,33,41,26,L,7.8,7.2,-0.1,8.4,1.8,0.2,0.1,0,0,11.4,2,0.6,2.3,,1.68,31,23,23,19,7,59.15,24.5,EE001,42
EE0009R1616,5,75,120,,GL,Cg,10YR6/4,10YR8/3,M,M,33,42,25,L,7.8,7.8,-0.1,8.3,0.4,0.2,0,0,0,8.9,,,20.8,,1.75,30,25,21,18,7,59.15,24.5,EE001,42
EE0009R2020,1,0,8,MO,CO,A,5YR3/2,7.5YR4/4,B,C,51,37,12,L,5.9,5.6,-0.1,29.3,11.5,0.2,0.5,,,49.2,75,10,41,0,1.2,44,39,35,34,12,59.42,24.93,EE001,42
EE0009R2020,2,8,15,MO,CO,A,5YR3/2,7.5YR4/4,B,C,54,35,11,L,5.7,5.4,-0.1,30.4,9.6,0.2,0.3,,,47.9,70,8,41,0,1.25,42,38,33,32,11,59.42,24.93,EE001,42
EE0009R2020,3,15,25,CB,CO,ABw,5YR3/3,7.5YR4/3,B,M,60,31,9,SL,6.3,5.9,-0.1,31.2,4.9,0.2,0.3,,,39.8,53,4,48,0,1.4,38,34,28,27,10,59.42,24.93,EE001,42
EE0009R2048,1,0,20,MO,CO,Ap,7.5YR3/2,10YR5/3,G,M,49,34,17,L,7.4,7,-0.1,12.3,0.5,0.2,0.6,0,0,13.6,23,3,170,,1.29,45,41,35,33,8,59.18,24.52,EE001,48
EE0009R2048,2,20,30,CB,CO,Bw,7.5YR4/4,10YR5/4,B,A,54,35,11,L,7.7,7.1,-0.1,4,0.3,0.2,0.1,0,0,4.6,10,1,326,,1.52,38,34,27,25,5,59.18,24.52,EE001,48
EE0009R2048,3,30,50,,CO,C,2.5Y6/4,2.5Y8/3,M,A,63,30,7,SL,7.9,7.5,-0.1,0.8,0.3,0,0.1,0,0,1.2,,,457,,1.6,36,30,25,23,4,59.18,24.52,EE001,48
EE0009R2048,4,50,100,,CO,C,10YR6/4,2.5Y8/3,M,A,62,31,7,SL,8,7.5,-0.1,0.6,0.3,0,0.2,0,0,1.1,,,457,,1.7,31,27,23,21,3,59.18,24.52,EE001,48
EE0009RR009,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,59.4,25.18,EE001,0
EE0012R1796,1,0,25,MO,,Ap,10YR3/2,10YR4/2,B,C,57,30,13,SL,6.8,6.2,-0.1,7.3,4.4,0.1,0.2,,,13.5,18,1.7,11,0,1.5,38,33,30,25,5,59.1,26.27,EE001,102
EE0012R1796,2,25,35,CB,,Bw,10YR4/4,10YR4/5,B,C,49,34,17,L,7,6.8,-0.1,6,5.3,0.1,0.2,,,13.8,10,1.2,18,0,1.5,38,29,28,20,4,59.1,26.27,EE001,102
EE0012R1796,3,35,70,AR,,Bt,10YR4/4,10YR5/4,B,C,42,32,26,L,7,6.8,-0.1,10.1,6.8,0.1,0.1,,,18.1,5,0.6,28,0,1.51,38,29,28,20,4,59.1,26.27,EE001,102
EE0012R1796,4,70,150,,CO,C,10YR6/4,10YR7/4,M,M,49,32,19,L,7.6,7.4,-0.1,9.5,5,0.1,0.1,0,0,15.3,,,350,,1.73,32,26,21,17,3,59.1,26.27,EE001,102
EE0012R1832,1,0,10,MO,CO,A,7.5YR3/2,10YR4/3,B,C,66,22,12,SL,7.5,7,-0.1,13.4,1.5,0.3,0.1,0,0,16.7,25,2,2,,1,55,45,45,35,6,59.23,26.5,EE001,95
EE0012R1832,2,10,18,,CO,ABw,7.5YR4/3,10YR5/3,B,C,61,26,13,SL,7.5,6.8,-0.1,15,1,0.3,0.1,0,0,17.2,15,1,3.3,,1.25,47,38,37,28,5,59.23,26.5,EE001,95
EE0012R1832,3,18,50,CB,CO,Bw,7.5YR4/4,10YR5/4,B,M,57,28,15,SL,7.6,7,-0.1,16,1,0.2,0.1,0,0,17.9,12,1,9.7,,1.5,35,28,26,20,5,59.23,26.5,EE001,95
EE0012R1832,4,50,100,,CO,C,10YR6/4,2.5Y6/4,M,A,46,40,14,L,7.6,7.1,-0.1,13,0.9,0.1,0.1,0,0,14.2,,,24.1,,1.64,34,28,24,20,4,59.23,26.5,EE001,95
EE0013R0002,1,0,20,MO,OR,Ah,10YR2/1,10YR3/2,N,N,86,12,2,S,6.8,5.9,-0.1,5.3,2.1,0.1,0,,,9.7,40,4,11,0,1.16,48,40,38,30,3,59.32,26.9,EE001,35
EE0013R0002,2,20,65,,GL,G,2.5Y7/2,2.5Y8/1,N,N,98,1,1,S,7.2,6.6,-0.1,0.7,0.7,0,0,0,0,1.8,,,,,1.54,37,31,28,23,1,59.32,26.9,EE001,35
EE0013R0002,3,65,100,,GL,G,5GY7/1,5GY8/1,N,N,96,2,2,S,7.2,6.8,-0.1,1,1.2,0,0,0,0,2.5,,,33,,1.7,31,24,23,18,1,59.32,26.9,EE001,35
EE0013RR013,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,59.32,26.62,EE001,0
EE0014RR014,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,59.25,27.4,EE001,0
EE0017RR017,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,59.35,25.95,EE001,0
EE0018RR018,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,59.18,27.68,EE001,0
EE0026R0102,1,0,25,MO,OR,A,10YR2/2,10YR3/2,N,N,85,8,7,S,5.6,4.8,-0.1,5.2,2.3,0.1,0.1,,,9.7,28,1.8,,0,1.17,49,40,38,30,3,59.15,24.1,EE001,30
EE0026R0102,2,25,50,,GL,G1,5GY7/1,5Y8/2,N,N,94,4,2,S,6,5.2,-0.1,0.8,0.4,0.1,0.1,,,1.8,,,,0,1.5,39,33,28,23,1,59.15,24.1,EE001,30
EE0026R0102,3,50,90,,GL,G2,5GY5/1,5Y7/1,A,N,6,23,71,C,6.9,6,-0.1,25,5,0.3,0.6,,,30.9,,,31,0,1.6,48,43,40,34,16,59.15,24.1,EE001,30
EE0026R0102,4,90,150,,GL,G2,5GY6/2,5Y7/1,A,N,6,24,70,C,7,6.3,-0.1,15.5,5,0.3,0.8,,,21.6,,,30,0,1.6,48,43,40,34,16,59.15,24.1,EE001,30
EE0026RR026,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,59.22,24.03,EE001,0
EE0027RR027,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,59.12,26.73,EE001,0
EE0029RR029,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,59.03,27.58,EE001,0
EE0030RR030,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,59.1,27.1,EE001,0
EE0031RR031,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,59.28,25.38,EE001,0
EE0032R1611,1,0,15,MO,,A,7.5YR3/3,10YR4/3,G,C,68,25,7,SL,7,6.2,-0.1,23.3,10.1,0.2,0.1,,,37.2,38,4,2,0,1.02,54,48,45,38,8,58.88,24.7,EE001,40
EE0032R1611,2,15,30,MO,TC,A,7.5YR3/2,10YR4/4,B,C,70,23,7,SL,7,6.1,-0.1,10,1.5,0.1,0.1,,,13,16,2,1.3,0,1.2,48,45,41,35,4,58.88,24.7,EE001,40
EE0032R1611,3,30,60,AR,GL,Btg,7.5YR3/4,10YR5/4,B,M,60,24,16,SL,7.9,7.4,-0.1,11,1.1,0.1,0.1,0,0,12.6,7,1,7.4,,1.48,39,36,32,26,5,58.88,24.7,EE001,40
EE0032R1611,4,60,100,,GL,Cg,10YR6/4,10YR7/2,M,A,58,29,13,SL,7.9,7.9,-0.1,9,0.3,0.1,0,0,0,9.4,,,37.6,,1.68,32,27,26,23,4,58.88,24.7,EE001,40
EE0032RR032,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.95,24.82,EE001,0
EE0033RR033,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,59.18,23.92,EE001,0
EE0035RR035,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.95,25.43,EE001,0
EE0036RR036,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,59.08,25.03,EE001,0
EE0038RR038,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,59,24.62,EE001,0
EE0039R2033,1,0,20,MO,OR,A,10YR2/1,10YR3/2,B,N,9,30,61,C,7.1,6.5,-0.1,54.9,6.2,0.2,0.6,0,0,71.6,69,6,,,0.96,53,46,40,36,20,58.88,24.43,EE001,22
EE0039R2033,2,20,40,,GL,Bw,5Y5/1,RY6/2,A,N,8,26,66,C,7.4,6.8,-0.1,32.3,5.6,0.3,0.5,0,0,46.9,22,2,,,1.35,44,41,36,31,14,58.88,24.43,EE001,22
EE0039R2033,3,40,100,,GL,Cg,5GY5/1,5Y7/1,A,N,2,25,73,C,7.7,6.9,-0.1,25.5,5,0.3,0.6,0,0,31.4,4,1,,,1.61,47,42,39,33,15,58.88,24.43,EE001,22
EE0039R2033,4,100,150,,GL,G,5Y6/1,5Y7/1,A,N,2,17,81,C,7.9,7,-0.1,15.5,4.6,0.3,0.9,0,0,21.3,3,1,50,,1.56,48,43,40,34,16,58.88,24.43,EE001,22
EE0039RR039,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.68,24.82,EE001,0
EE0040RR040,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.97,22.55,EE001,0
EE0041RR041,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.97,24.02,EE001,0
EE0042RR042,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,59.03,23.53,EE001,0
EE0043RR043,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.9,23.57,EE001,0
